Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
St. Kitts and Nevis,KNA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027052381,0,0,0,0,0,0,0,0,0,0,0,0,0.589783333,-0.534586535,-0.312170746,0.177037556,-0.046951169,,
"Korea, Rep.",KOR,,0.030292321,0.00920613,0.014412824,0.071632891,0.01836185,0.020065226,0.054621375,0.053875052,0.024492545,0.065597688,0.083638005,0.234817078,0.192455909,0.092810769,0.600022644,1.086215959,0.367898886,0.363744177,0.295431093,0.399904681,0.481236072,0.386948587,0.36761513,0.55867187,0.682776766,0.811790746,0.77424569,1.100954726,0.797406844,0.840382493,0.500951112,0.547982698,0.714198978,0.907189451,0.891003364,1.192831209,1.861737826,1.86534635,1.843386806,2.466778681,2.365716153,2.393463594,2.065793636,1.886286891,1.616013942,1.992485097,2.097996711,2.215873679,2.157651896,
Kuwait,KWT,,,,,,0.774218219,0.833434312,0.370295445,0.609817942,-0.760349474,1.421018588,-0.601251232,0.498990981,1.150756854,0.435882903,0.325635034,1.383892989,3.465699378,2.303506898,4.088261777,1.298069821,-1.693586182,6.096536317,2.670749432,-6.113787428,-3.758380452,5.525289783,-3.192812517,-7.197657917,0.076334697,-0.803908964,-5.485374623,-0.201025948,-10.3597262,4.342712954,6.363698015,8.085292269,8.534721365,6.167477199,8.098869743,5.102993555,6.992313309,3.872749431,9.558965647,8.0598881,4.747971008,5.851436625,5.8307788,2.11295273,3.47562456,
Latin America & Caribbean (excluding high income),LAC,,,,,,,0.079634111,0.048914279,0.039510819,0.028956521,0.05673676,0.022621359,0.063701691,0.05399358,0.034952201,0.054709978,0.143929794,0.034101145,0.037318946,0.102634759,0.135109603,0.115300079,0.180636461,0.163229695,0.227393761,0.192975074,0.184379601,0.332132984,0.37820853,0.288900324,0.164935003,0.107746071,0.21017459,0.230777171,0.760762645,0.668131976,1.424297887,0.852610564,0.802868997,0.360185777,1.125192904,0.681943217,0.505867091,0.77480215,0.673381056,0.459416418,0.719560212,0.610425887,0.475132954,0.776678695,
Lao PDR,LAO,,,,,,,,,,,,,,,-0.056910571,-0.008957747,-0.028477489,0.04580266,0.063944034,0.373785013,0.019409403,0.01322844,0.134420169,0.00414235,0.06620859,0.236910348,0.181728756,0.073325204,0.235123583,0.038296773,0.572395001,0.018121536,0.011375421,-0.001308675,0.046729047,-0.003177217,1.70E-05,0.508461373,-0.311025719,0.043070878,0.469359493,0.004100326,-0.165422419,-0.239247004,0.05319049,0.27585648,0.096068673,0.057561194,0,0,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,0.202642415,0.249511556,-0.562775609,0.08447965,0.29437882,0.609550176,1.643365525,0.092192351,0.151538851,0.039691937,0.219389696,0.75748268,0.799079285,0.021977647,0.001096478,3.042142469,3.908597335,3.32831465,3.971591171,3.415949865,3.38810688,3.180185665,1.26587189,2.34588673,2.339430734,4.211735788,2.577584016,1.322027553,1.962191824,2.479145923,1.112232508,0.680724285,
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23301644,-32.23267763,43.46679074,23.12555138,33.94601672,46.03202513,30.95553418,26.40767458,-6.431054461,-5.090497241,75.99954374,-9.270682573,51.02438122,10.66615775,-1.130096811,0.95655313,5.115076279,1.648911636,2.575850112,3.320973721,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,0.364109962,0.543314525,-0.444471487,-1.563590609,0.090306223,0.268697714,0.187192217,0.760533686,0.938679474,0.628056855,0.25607387,0.513045058,-0.66400123,0.239857228,0.863466407,0.270417878,0.862415025,5.824969242,6.757140933,1.84837544,3.640329804,0.37752819,3.064233262,1.080410672,-0.188611729,1.418354052,1.677663841,-0.777388554,0.523875804,0.662438278,
St. Lucia,LCA,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986408998,0,0,0.378463054,1.287257875,0.46949793,-0.530599706,1.172447025,0.38044771,
Latin America & Caribbean,LCN,,,,,,,0.076123911,0.047511576,0.037554799,0.028929273,0.078832482,0.019325577,0.054286087,0.045480285,0.058156673,0.059273883,0.170686932,0.049323716,0.034287828,0.098400569,0.173980225,0.132882544,0.201525094,0.184413799,0.270058087,0.226463822,0.231893191,0.379358582,0.429862203,0.427999674,0.354622625,0.196785223,0.231422037,0.332472521,0.827075962,0.73064357,1.599847152,1.110206198,1.213157681,0.636903434,1.452125075,1.153598954,0.918049524,1.191417959,1.287053557,2.354611051,0.846373914,0.741179428,0.528107147,0.920065913,
Least developed countries: UN classification,LDC,,,,,,,,,,0.025910078,-0.003558471,0.019722455,0.033109489,0.003506029,0.002700092,0.005402402,-0.000432759,0.020997379,0.006640454,-0.029533878,-0.060598209,-0.112339049,0.037399863,0.003364182,0.012836397,-0.044437371,-0.005942426,0.031574513,-0.189389644,-0.141042974,0.3929308,-0.108770808,0.170825384,0.151112844,0.43517469,0.268481016,0.262425238,0.33925876,0.638812247,0.064015154,0.872621953,0.697935714,0.507801836,0.539762342,0.150428636,0.062052953,0.267429111,0.274214587,0.013763656,-0.029417212,
Low income,LIC,,,,,,,,,,,-0.008642833,-0.000836198,0.007650675,0.006346695,0.000977898,0.002944501,0.005324275,0.027925485,0.017858741,0.026378054,-0.004163905,-0.001536608,0.106453707,0.034718396,0.027903897,-0.054943177,0.019266583,,,-0.116050541,0.821581691,,0.210209227,0.180073805,0.248604001,0.297784422,0.344545446,0.134544853,0.139949201,-0.048474603,,,,,,,,,0.212905199,0.395801999,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,,,,,,0,0,0,0,0,0,0,0,0,0,0.022803641,0.008356431,0.019998487,0.030076922,0.029194528,0.010238698,0.050259402,0.016751547,0.066718061,0.070449626,0.042953159,0.049784279,0.033130324,0.082304668,0.153292651,0.012246787,6.35E-06,0.069240621,0.144636899,0.028021743,0.157339707,0.103607467,0.17001415,0.151545622,0.047544089,0.074921884,0.091893812,0.093411559,0.087560886,0.084206551,0.065737769,0.287384893,0.082114737,0.076738352,0.092088922,
Lower middle income,LMC,,,,,,,0.007141278,0.025855459,0.020522298,0.017584315,0.032623654,0.017473611,0.015505284,0.017261907,0.013547486,0.013870908,0.006333201,0.02703072,0.019326455,0.129248119,0.058835219,0.070500104,0.063424521,0.128802044,0.081094716,0.107255886,0.121702864,0.066809011,0.021137786,0.074431226,0.01028797,0.153631677,0.165496149,0.142473696,0.239054782,0.246454354,0.725676898,0.962410335,0.924824513,0.696277981,0.706988519,0.505302281,0.40934128,0.285838424,0.489914148,0.3480521,0.266710629,0.361309708,0.348634566,0.319421086,
Low & middle income,LMY,,,,,,,,0.038586671,0.048022252,0.020689641,0.094979841,0.065257076,0.043141784,0.047616475,0.045222496,0.066076014,0.082231283,0.07378669,0.068779974,0.12553601,0.104184339,0.121017766,0.315636312,0.259433923,0.269196677,0.284355989,0.273957979,0.3770122,0.314183555,0.325027552,0.273993448,0.255586937,0.312971978,0.457053065,0.667908677,0.712524612,1.234005015,1.15556436,1.274934044,0.914731188,1.168919805,0.944943621,0.875477914,1.01651816,1.072508469,1.071538755,1.196272912,0.914880498,0.827992164,0.665720459,
Lesotho,LSO,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.086069885,0.486189316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054598076,0.689218106,0.184728754,0.073155023,0,0,0,0,0,0,0,,,,,,
Late-demographic dividend,LTE,,,,,,,,,,,0.246205424,0.06962707,0.104544687,0.117235136,0.07743962,0.13602542,0.151672721,0.229381282,,0.352940176,0.20079366,0.168454174,0.411664011,0.440699052,0.29424678,0.286871573,0.401748181,0.410201034,0.4564142,0.643375163,0.687762121,0.507855065,0.831520781,0.773179566,1.39519737,2.767430266,2.558112916,2.449881764,2.485633088,2.333446671,1.913399966,1.689861583,1.719442487,1.806603389,2.311683905,2.81369182,2.446519723,1.35914762,1.423054533,0.379771993,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,0.012742877,0.001491198,0.342808203,-0.022687746,0.790223184,0.044230791,0.030030918,-0.238352305,0.401530869,1.316207506,2.098011542,1.722844887,2.20458494,1.160684776,1.616798699,0.287665804,1.870881798,0.982443117,0.713450227,1.123485225,0.861049626,2.122165024,0.944128804,1.935324179,1.003915435,
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.26445006,2.878121595,19.52757665,21.98552082,23.65954073,140.0987988,20.60200891,16.09542203,43.69786708,17.8582855,7.079675288,39.40486542,52.04151304,29.98362192,49.71192728,54.16575062,16.38888575,2.084494377,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009592491,-0.793300267,-0.622791093,0.956814887,0.23254552,0.087124983,1.009170292,-0.489520499,0.730858086,0.590565745,1.331049742,0.987663345,2.481552462,0.958797365,-0.735916349,0.430635099,0.376754687,0.569360696,1.622700754,2.215619379,0.528821622,0.874791298,1.856728282,-0.919543174,0.245208211,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15552469,0.660606513,-0.187510828,-0.727758158,0.539859105,4.453457693,1.64655244,4.038136995,-2.763033056,-0.995890896,0.993170998,2.375902558,4.388755388,2.453444923,-0.45145431,-0.16918797,4.724630348,-0.429760404,1.842665684,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,0,0,0.444401836,0.270003807,0.196824133,0,0,0,0,0,0.00370723,0.006556153,0.036755819,0.055065179,0.006163687,0.043074729,0.070438983,0.096240406,0.073041045,0.06714385,0.037500618,0.07017733,0.021985937,-0.009712986,-0.010779615,0.150599559,0.245958247,0.067071332,0.024226853,0.05186008,0.118882928,0.656855758,0.79955628,0.341518374,0.515648548,0.62218229,0.244669002,0.36590662,0.416285131,0.391729817,0.648936804,0.560547372,0.922807492,0.661214521,0.86296207,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,0.029663774,0.033035967,0.023315082,-0.042973596,0.003416517,0.00620911,0.00810442,0.027078775,0.005553011,0.123929589,-0.005354127,-0.021125245,0.275380101,0.515784877,-0.087509297,0.098781924,0.423918126,0.305425368,0.323902509,0.429327639,0.09438065,0.165149379,0.109103018,0.302617228,0.334956639,
Madagascar,MDG,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.045998268,0.186747143,-0.265750568,0.014012931,0.034212298,-0.012689291,0.051117547,0.121723754,0.079466771,0.039628972,-0.015856083,-0.035515185,,,-0.019895244,0.020576159,0,,,0.596276948,0.174604777,0.451380335,0.415828773,0.272268566,0.4362288,0.366447667,0.314616927,0.125613281,0.293543965,0.72351655,0.75728501,0.804213603,0.851025632,0.71994959,
Maldives,MDV,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Middle East & North Africa,MEA,,,,,,,0.061485446,0.047860062,0.058093838,-0.039638698,0.135900506,0.00036702,0.118398301,0.066278047,0.045828123,0.039793243,0.08748136,0.203226404,0.472475921,0.378400604,0.029048943,0.089720799,0.391862297,0.137864009,0.09163831,0.077328328,0.477217775,0.161200555,0.042536747,0.248428732,0.620795579,0.022951598,0.414530372,0.046720415,1.454027007,1.701937763,2.980848482,2.879193433,2.60151477,0.632422431,1.202409367,1.078106775,0.483537303,1.111407681,1.035080935,1.360287452,1.596411157,1.1203842,1.293205502,1.405557047,
Mexico,MEX,,,,,,,,,,0.001932203,0.00160769,0.011704075,0.051766663,-0.023793027,0.033392761,0.113707336,0.238961702,-0.022193855,0.021073666,0.05281777,0.085449109,0.056494934,0.178159566,-0.021967661,0.20044969,0,0,0,0,0,0,0.581990264,0.115372056,0.17186364,0.566565631,0.737797297,0.684420279,0.791494671,0.061986585,1.295833448,1.691876012,0.980280121,1.563160976,1.415009743,0.430665284,0.93639242,0.732929939,0.241975987,1.004399606,0.482579272,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.020978305,,,,,,,,,,,,,,
Middle income,MIC,,,,,,,,0.039248685,0.049498361,0.020499473,0.097891227,0.067244262,0.044075114,0.048748511,0.046451333,0.067870016,0.084548643,0.075231196,0.070245257,0.128156852,0.106848629,0.123933861,0.319312549,0.263607592,0.272326992,0.288262987,0.276827112,0.380652593,0.320254924,0.330947432,0.265519173,0.261522291,0.314512708,0.461734439,0.674847565,0.719796476,1.248836715,1.172604747,1.291247173,0.929440055,1.171671236,0.947716387,0.873804104,1.020251741,1.07845864,1.077628519,1.202011183,0.919906648,0.833617702,0.668231044,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00188273,0.018220643,0.083402277,0.04897288,0.628396438,0.217088131,0.031925061,-0.22400547,0.816452006,0.050760932,0.39964276,0.112887621,0.787115579,1.005455186,0.324049893,1.769145409,0.901136324,-1.764696827,0.658654651,1.874040459,1.611390336,-0.508754345,1.159896522,
Mali,MLI,,,,,,0.07302058,0.810946916,0.763790908,0.724874179,-0.191525123,0,0,0,0,0,0,0,0.011530807,0.002507776,-0.012794788,0.006847607,-0.037962233,0.054485202,0,0,0,-0.576518105,0.170179735,0.023042936,0.861699957,-0.617609674,3.011295084,-6.543948525,-1.243379674,-0.28248754,-1.034486304,1.129045603,1.725939436,0.885155869,-1.008307414,-0.25197867,0.033692462,0.128196831,0.021559319,0.004277547,0.628307267,0.691218539,0.081208618,0.001695036,0.341860323,
Malta,MLT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619299374,0.474727901,1.494151518,0.033407681,-0.034326875,7.100307223,2.425622611,2.338770892,1.519127003,-3.186422016,4.008439101,4.555815348,-2.167791632,8.803277552,87.14566718,170.9799006,219.2337581,184.7164952,177.7983905,-70.160001,36.84773477,-45.42043283,-87.22660156,-83.11966083,-74.95128634,-59.43323367,-56.87737865,-52.77740135,-48.42594467,-44.68300679,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,
Middle East & North Africa (excluding high income),MNA,,,,,,,0.005621893,0.043549867,0.035451483,0.029238975,0.021219916,0.007338562,0.009943644,0.013038622,0.010843232,-0.000247663,0.001978599,0.015275589,0.014217436,0.022337029,,0.180710968,-0.04855285,-0.209926654,0.088695314,0.093544287,0.079949404,0.168402563,0.144904123,0.188075876,0.145865491,0.175209007,0.101792785,0.106018876,0.300831099,0.258518684,0.310872734,0.673902198,0.836935457,0.349929216,0.436611831,0.198312297,0.361420504,0.231533736,0.15562088,0.172592184,0.20698923,0.178017391,0.213073359,0.23916325,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.325928613,2.425989666,1.101418029,0.654955333,0.395953856,0.681443351,0.395314483,0.607747257,0.305763634,-4.22668834,0.228560944,1.936294306,1.372807644,
Mongolia,MNG,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.091144282,1.593412847,0.301081477,0.111013809,1.173806079,0.866907434,0.90839937,0.525960827,0.325745111,0.875812952,0.097096969,0.129376175,0.42547944,0.213039631,0.907167281,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,0.002159945,-0.001090005,0.007045662,,,,,,,-0.007045971,,,0.170455599,1.505259449,0.166277183,0.396234723,0.289656248,2.142029619,0.581220141,0.054132643,3.076987902,0.547577244,0.009541101,0.290866195,0.196560647,-0.094907188,-0.201983419,
Mauritania,MRT,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.11444044,0.018119292,0.066672642,0,0,0,-0.007290884,0.00955849,0.060193332,0.009577839,0.00916867,0.008268817,0.004563692,,,,0.020539559,-0.048753195,0.16965072,0.068902812,0.001421949,-0.029505112,0.058091204,,0.297625696,0.021627181,-0.039772844,0.257716146,0.420854623,0.003437731,0.016175048,0.14299262,-10.95510888,0.062871758,
Mauritius,MUS,,,,,,,-0.063775272,-0.09187787,-0.015979611,-0.209423807,0,0,0,0,0,0,0,0,0.006972758,0.027048205,0.022819524,0.380169179,1.343166011,1.017502302,0.029731425,0.089683885,0.060479798,0.075985704,0.328864193,0.148080634,0.277741789,0.062163665,0.179657409,-0.103457346,0.483162788,0.723781144,0.136448277,0.730963937,0.524770549,0.414495351,1.286380891,1.370071405,1.54572729,1.384109468,1.102254242,0.852388653,0.231303443,0.67295175,0.587713089,0.422937487,
Malawi,MWI,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.083295553,0.033794953,0.319892727,0.005630865,-0.034413418,-0.034723993,0.125742504,0.040853052,0.052694838,0.082592028,0.147830665,0.307792312,0.348628384,-0.021482517,0.607792199,0.011808395,-0.075347438,-0.076104797,-0.078309561,-0.08011626,-0.077592564,-0.079950589,-0.081951852,-0.083445887,
Malaysia,MYS,,,,,0,0,0,0,0,0,0.821272646,1.171600404,0.970307195,0.744011256,0.714255565,0.67237848,0.89754734,0.666450541,0.562308073,0.702906006,0.293020801,0.356102543,0.194363295,1.589061349,3.127082947,2.804791593,3.736042123,2.674857609,1.195829164,1.797090077,2.160207182,0.287595121,1.878328762,1.919435297,1.453439314,2.042095656,4.694531672,6.104724305,6.672047464,3.332775849,6.018985813,6.077623368,5.373587501,4.147590192,4.750571236,3.498192405,3.351746876,1.757495423,1.607218565,2.113944741,
North America,NAC,0.639007852,0.480808952,0.532266526,0.674884805,0.382081901,0.805893793,0.592435727,0.562948509,0.64769404,0.994582496,0.738812821,0.445614734,0.277394126,0.352680073,0.396185768,0.158266377,0.461745733,0.896622389,0.505709731,0.924739656,1.006399956,0.823622618,0.907645882,1.182681698,1.279159206,1.527072286,1.325141619,1.604264022,2.177369261,2.593999922,2.118854745,1.615417545,1.780112758,1.769944749,3.163240747,0.56225929,2.208386713,3.699766545,2.659018195,2.213639814,2.32453639,2.805322816,2.4385928,2.399928336,2.340724622,1.950224124,1.814886075,2.283309805,-0.400112724,1.141663783,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,0.048559405,0.212980931,-0.04607168,0.269084368,-0.168047749,-0.089512345,-0.549450628,0.015868945,-0.056726506,0.80715967,0.314781591,-0.066650908,-0.974087413,-1.922047072,-0.34782243,-0.146295315,2.632765804,-0.557256788,0.084253876,0.724654381,0.04353277,0.109206628,0.085492405,0.043756629,0.179886535,0.925465677,-0.073351964,-0.521769694,0.719625963,0.072659719,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064762223,,,,,,,,,,,,,,,,,,,,
Niger,NER,,,,,0.030364869,0.602007594,-0.132485739,-0.283341484,-0.380873009,0.531771324,-0.168867964,-0.027462286,0.162745124,0.098093427,0.018010964,0.134888767,-0.030937214,0.079123839,-0.003091872,-0.035092766,0.000418283,-0.039700262,1.202823133,0.269277265,0.698036007,0.095274717,0.258646943,0.105252218,-0.021866587,0.042975099,0.299025908,-0.161478016,0.132432209,0.105679185,0.296264527,0.342774586,-0.236714955,-0.38508617,-0.469439818,-1.292030179,-2.6033505,0.105992848,0.023166567,0.985431252,0.816178014,0.352467691,0.388336215,0.259964067,0.300595822,0.24805088,
Nigeria,NGA,,,,,,,,0,0,0.010509598,0.007090145,0.005000754,-0.01891162,0.000886761,0.002042612,0.002504549,0.026294637,-0.014978346,0.010193668,1.812937932,0.767269172,0.837771025,0.544200029,1.919487165,0.970057586,0.435185268,1.169212197,0.189087247,0.290822711,0.291072935,0.243256355,0.126817634,0.180489611,0.159487427,0.191189076,0.008309054,0.135372045,0.314803985,0.311915273,0.522592643,0.252234932,0.201672292,0.335920657,0.241291759,0.29529253,0.294822088,0.322510257,0.342299128,0.347656752,0.333595617,
Nicaragua,NIC,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.310496478,0.206105915,0.222432844,-0.350656103,0.172401212,0.07877832,0.601972128,1.366665174,0.791216882,0.352755625,0.491491712,0.467869009,0.574866407,0.472010222,
Netherlands,NLD,3.45044047,2.959050097,2.99862383,2.946725884,3.196354257,2.512566667,2.154929727,2.392105984,2.172264426,3.496454282,3.032509335,2.75786691,2.058868093,2.499504431,3.366197626,1.880167627,2.037918598,3.533204444,2.717345848,5.751722586,4.309380751,3.919034409,3.519898696,2.815476019,4.637277901,4.463332188,7.089355389,5.877751932,8.433186078,12.78888464,17.89280696,11.77604842,6.741071858,7.718233925,23.05286903,38.91245744,71.40746495,70.3753461,28.75423673,16.15878402,22.61905208,41.10601114,28.3609061,47.42167222,13.29021664,51.08082595,37.09726549,32.79378912,-32.56974596,8.622767778,
Norway,NOR,0.249724462,0.219431859,,0.221884428,0.545206179,0.521686809,0.536163253,0.301365099,0.14130277,0.082166678,0.392966241,0.283470258,0.482836564,0.58141356,0.972449159,1.976840514,2.037164329,0.93104096,0.949892257,1.311243628,1.224408147,1.463146113,-0.091871397,0.595742232,1.703528987,1.880704581,3.995877025,3.490371718,2.913573363,2.990698892,6.308410927,1.109621033,3.958562183,2.919659775,2.882602316,10.274083,5.359546842,5.717856563,7.858537941,2.581135861,6.983451359,2.608192885,5.371343194,2.28827953,4.627972759,5.552460798,1.777482314,0.852938766,3.317302234,1.635067712,
Nepal,NPL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17588609,13.54868499,8.473511204,5.590129318,-62.15013297,5.113925446,4.922629177,1.638838224,0.203636285,,
New Zealand,NZL,0.135879251,0.151684902,0.037523526,0.148411042,0.150419822,0.168170021,0.2632888,0.207356524,0.302150209,0.359843351,0.305890975,0.419207,0.357120768,1.660006459,0.141292594,0.69888958,0.283510481,1.387018206,1.360250531,0.307729176,5.194145387,3.435922635,0.938831071,-2.969081553,3.631709409,2.790427387,-1.765898081,-2.369578888,0.713970139,1.827306392,-7.868827754,-1.127257033,2.111272588,0.731288112,0.821596517,-0.558622277,-0.358266477,2.906065807,0.629655448,-1.707822734,0.704725988,-0.071389133,-0.051445533,-0.741003759,0.707930844,-0.008860507,-0.406234096,-0.038970281,0.334447055,-0.739681541,
OECD members,OED,0.58812145,0.496471797,0.527327153,0.679332383,0.513840166,0.618648171,0.564670604,0.510475393,0.564137333,0.791847221,0.623595396,0.573034627,0.410558478,0.456394619,0.544989071,0.491216999,0.766192169,1.027944379,1.138697374,1.366359209,1.434008298,1.06177772,0.970803333,0.996683227,1.180644422,1.369263053,1.473961295,1.789946646,2.870050551,4.230922967,4.577401628,2.748751943,2.12309723,2.060641857,3.00081134,3.367669919,4.732081052,6.509138983,4.780104115,2.338900099,2.910181099,3.53814127,2.583260365,2.921085402,2.198101623,3.324519606,3.405497375,3.165613014,0.538181453,1.583641932,
Oman,OMN,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01291174,0.408744202,0.168038144,0.751399933,0.737972965,-0.088370731,0.959512318,0.225741815,2.632171355,1.801736191,1.156755003,1.188559008,1.680951496,0.489739975,0.544580813,3.433052208,0.897688842,0.822502106,
Other small states,OSS,,,,,,,,,,,0.096882299,0.04343864,,0.045274979,,0.049208784,0.178187409,0.152569946,0.123169637,0.18191995,0.716864962,0.299800116,0.511075096,0.319775719,0.659676533,0.856852732,1.167358192,0.904752475,0.738069147,1.171526611,1.552523254,2.044573604,1.30886756,2.427424262,7.43872369,13.35100814,12.17702985,15.33028305,11.80795629,24.83143149,12.70167657,14.98247375,18.67369474,8.164265109,16.27459938,13.35566465,1.591127357,-0.035757924,-3.453933742,4.994506242,
Pakistan,PAK,,,,,,,0,0,0,0,0,0,0,0,-0.015037355,-0.025256205,-0.002036591,0.057649399,0.03311824,0.107248984,0.004869438,-0.008191201,-0.023688228,-0.004156463,0.00184848,0.000676913,0.010716059,-0.038944715,0.08039625,0.033347172,0.013411732,0.03271082,0.038796077,0.020706068,0.051967487,0.037482729,0.079408987,0.064310489,0.028810342,0.042223508,0.026528847,0.029027928,0.03431623,0.091688138,0.049926157,0.009240227,0.018661093,0.017073405,-0.006675832,-0.002515977,
Panama,PAN,,,,,,,,0,0,0,0.732539382,,,,2.550382136,,1.556378059,1.590587635,2.280280181,,,0.228985768,0.074605174,0.084257649,,0.608952731,0.129679426,0.120817218,0.968425828,2.373404899,1.657169167,1.117420015,1.142807855,1.702207682,1.723795512,1.140805584,2.188332612,1.52798761,0.967169174,-0.640934969,0.484370064,4.089810933,-0.254763206,1.233991228,1.712288293,2.120842939,1.193497955,-0.542628458,0.875126297,3.30131533,
Peru,PER,,,,,,,,0,0,0,0,0.003233385,0.002294262,0.052462798,0.139775427,0.001208545,0.005247886,0.103370165,0.000647693,0.010222423,0.188183538,0.029119316,2.78E-05,-0.03732192,2.23E-05,0.015005779,-0.030785985,0.146179917,0.11178383,0.255044478,0,0.14299399,0,0.102160646,0,0,0,0.064183559,0.610365798,0.339929522,0.295718597,0.199458596,0.911467061,0.244717755,0.551215067,0.099617594,0.602390011,0.236991635,0.008629363,0.395155378,
Philippines,PHL,,,,,,,,0.005089549,0,0,0.265018687,0.131850559,0.164242678,0.081295475,0.047757783,0.18871402,0.036828295,0.15965811,0.042232583,0.021139075,0.049648406,0.05944837,0.19065113,0.687903588,0.471253092,0.538316337,0.21967904,0.165160266,0.221585077,0.861496167,-0.750565359,0.538512709,0.34635169,0.349268133,0.508410378,0.739264008,0.836888695,3.444449231,1.088375569,1.077108961,1.301617771,1.00319099,1.593315397,1.284576593,2.270351594,1.807661944,0.752206997,1.006065536,1.186620843,0.878256139,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427905577,,
Papua New Guinea,PNG,,,,,,,-0.124639029,0.108053027,0.249618617,0.140723739,0.618075154,0.024711873,0.074870525,0.043865728,0.088979479,0.037879721,-0.329021487,-0.707149973,0.925474125,-0.503842274,0.000832344,0.102410839,0.046665601,0.002046322,0.050212147,-0.719203415,-0.028349115,-0.005316835,-0.004948434,0.044039665,0.016023393,0.020862921,0.033416167,1.399028039,0.058992287,0.168932081,1.408725311,0.397150115,0.668617915,0.055897909,0.049552621,1.747133991,0.435819149,0.042436458,0.255199313,0.003808706,0.346707689,1.4977811,3.555829828,-5.978661995,
Poland,POL,,,,,,,,,,,,,,,,,,,,,0.008119404,-0.008187045,0.013780376,0.018741089,0.026172484,0.029516606,0.034333533,0.029493381,0.191200439,0.098805509,0.004645236,-0.066525063,0.095442827,0.499019267,0.838461243,1.350343452,3.134738903,1.76818088,0.874422898,1.348759177,1.983185112,0.923336794,0.266186011,-0.65468206,1.253324803,1.028228866,2.945853896,0.74566644,0.398187476,0.800861672,
